KEY,en,notes,sp,fr,de,it,pt-br
WEATHER_DRUGS_DESC,В каждом бою есть дополнительная кошачья мята. Найдите случайную таблетку после каждого боя.,,Hay hierba gatera extra en cada combate. Encuentras una pastilla al azar tras cada combate.,De l'herbe à chat supplémentaire apparaît à chaque combat. Vous trouvez une pilule aléatoire après chaque combat.,In jedem Kampf erscheint eine zufällige Katzenminze. Nach jedem Kampf findest du eine zufällige Pille.,C'è più erba gatta in ogni battaglia. Trovi una pillola casuale dopo ogni battaglia.,Há ervas-de-gato adicionais em cada batalha. Encontre uma pílula aleatória após cada batalha.
WEATHER_TRAININGDAY_NAME,Тренировочный день,,Día de entreno,Jour d'entraînement,Fitnesstag,Allenamento,Dia de treinamento
WEATHER_TRAININGDAY_DESC,В каждом бою появляется боксерская груша с кинетическими шипами 5.,,Se genera un saco de boxeo con 5 de pinchos cinéticos en cada combate.,Un sac de frappe avec Pics cinétiques&nbsp;+5 apparaît à chaque combat.,In jedem Kampf erscheint ein Sandsack mit Kinetiknadeln&nbsp;5.,In ogni battaglia compare un sacco da boxe con 5 Spuntoni Cinetici.,Um saco de pancada com espinhos cinéticos 5 surge em cada batalha.
WEATHER_TORNADOES_NAME,Торнадо,,Tornados,Tornades,Wirbelsturm,Tornadi,Tornados
WEATHER_TORNADOES_DESC,Твистеры появляются каждый раунд.,,Se generan tornados en cada ronda.,Des tornades apparaissent à chaque manche.,In jeder Runde erscheinen Wirbelstürme.,In ogni round compaiono Trombe d'Aria.,Tornados surgem a cada rodada.
WEATHER_CRAZY_NAME,Сумасшедшая погода,,Tiempo de locos,Météo imprévisible,Verrücktes Wetter,Clima Pazzarello,Tempo maluco
WEATHER_CRAZY_DESC,Погода здесь сумасшедшая! Каждая битва разная!,,¡Aquí hace un tiempo de locos! Cambia en cada combate.,Il fait un drôle de temps ici ! La météo change à chaque combat !,Das Wetter ist total durchgedreht! Es ändert sich in jedem Kampf!,Il clima da queste parti è pazzarello! È diverso a ogni battaglia!,O tempo aqui é maluco! Ele é diferente em cada batalha!
WEATHER_BOUNTY_NAME,Охота за головами,,Caza de recompensas,Chasse aux primes,Kopfgeldjagd,Cacciatore di Taglie,Caça à recompensa
WEATHER_BOUNTY_DESC,"Случайный отряд в каждом бою получает награду. Охотник за головами здесь, чтобы собирать.",,"En cada combate se ofrece una recompensa por una unidad al azar, y un cazarrecompensas va a por ella.",Une prime est assignée à une unité aléatoire à chaque combat. Un chasseur de primes est là pour la récupérer.,"In jedem Kampf ist auf eine zufällige Einheit ein Kopfgeld ausgesetzt. Ein Kopfgeldjäger erscheint, um es einzufordern.",In ogni battaglia un'unità casuale ha una taglia sulla testa. Un cacciatore di taglie è qui per riscuoterla.,Uma unidade aleatória em cada batalha possui uma recompensa. Um caçador de recompensas surgirá para coletá-la.
WEATHER_MINESWEEPER_NAME,Сапер,,Buscaminas,Démineur,Minenkraft,Campo Minato,Campo minado
WEATHER_MINESWEEPER_DESC,В каждом бою есть дополнительные мины.,,Hay minas terrestres extras en cada combate.,Des mines supplémentaires apparaissent à chaque combat.,In jedem Kampf erscheinen zusätzliche Minen.,In tutte le battaglie ci sono più mine.,Há minas terrestres adicionais em cada batalha.
WEATHER_ALIENS_NAME,Инопланетное вторжение,,Invasión extraterrestre,Invasion extraterrestre,Alieninvasion,Invasione Aliena,Invasão alienígena
WEATHER_ALIENS_DESC,В каждой битве появляются 2-4 пришельца. Инопланетяне вторгаются!,,Se generan 2-4 extraterrestres extras en cada combate. ¡Nos invaden!,2 à 4&nbsp;extraterrestres apparaissent à chaque combat. C'est une invasion !,In jedem Kampf erscheinen 2&nbsp;– 4 Aliens. Sie sind unter uns!,In ogni battaglia compaiono 2-4 alieni. Gli alieni stanno invadendo!,2-4 alienígenas surgem em cada batalha. Os alienígenas estão invadindo!
WEATHER_BIRDEMIC_NAME,Бердемик,,Plaga aviar,Invasion aviaire,Vogelgrippe,Apocalisse Alata,Gripe aviária
WEATHER_BIRDEMIC_DESC,В каждом бою появляются 2-4 птицы. Все птицы сильнее и злее!,,Se generan 2-4 pájaros en cada combate. Todos los pájaros son más fuertes ¡y están cabreados!,"2 à 4&nbsp;oiseaux apparaissent à chaque combat. Tous les oiseaux sont plus forts, et ils sont furieux !",In jedem Kampf erscheinen 2&nbsp;– 4 Vögel. Alle Vögel sind stärker und sauer!,In ogni battaglia compaiono 2-4 uccelli. Tutti gli uccelli sono più forti e arrabbiati!,2-4 pássaros surgem em cada batalha. Todos os pássaros são mais fortes e mais irritados!
WEATHER_SOLARFLARE_NAME,Солнечная вспышка,,Erupción solar,Éruption solaire,Sonneneruption,Eruzione Solare,Tempestade solar
WEATHER_SOLARFLARE_DESC,"В конце каждого раунда солнечная вспышка поражает большую площадь, поджигая и ослепляя.",,"Al final de cada ronda, una erupción solar afecta a una zona amplia e inflige quemadura y ceguera.",Une éruption solaire brûle une large zone à la fin de chaque manche et inflige Cécité.,Eine Sonneneruption schlägt am Ende jeder Runde in einem bestimmten Bereich ein. Sie verursacht Verbrennung und Blindheit.,"Un'eruzione solare colpisce un'ampia area alla fine di ogni round, infliggendo Bruciatura e Accecamento.","Uma tempestade solar atinge uma grande área no final de cada rodada, causando queimadura e aplicando cegueira."
WEATHER_GEOMAGSTORM_NAME,Геомагнитная буря,,Tormenta geomagnética,Tempête géomagnétique,Geomagnetischer Sturm,Tempesta Geomagnetica,Tempestade geomagnética
WEATHER_GEOMAGSTORM_DESC,В конце раунда все камни левитируют. Дополнительные камни появляются в каждой битве.,,Todas las rocas levitan al final de la ronda. Se generan rocas extras en cada combate.,Toutes les pierres lévitent à la fin de la manche. Des pierres supplémentaires apparaissent à chaque combat.,Alle Steine fangen am Ende der Runde an zu schweben. In jedem Kampf erscheinen zusätzliche Steine.,Tutte le rocce levitano alla fine del round. In ogni battaglia compaiono più rocce.,Todas as pedras levitam no final de cada rodada. Pedras adicionais surgem em cada batalha.
WEATHER_SHIMMER_NAME,Мерцание,,La Refulgencia,Le Chatoiement,Der Schimmer,Il Luccicchio,Brilho
WEATHER_SHIMMER_DESC,Все юниты получают случайный статусный эффект в начале каждого раунда. В конце каждой битвы кошки получают случайную мутацию.,,Todas las unidades reciben un efecto de estado al azar al inicio de cada ronda. Los gatos reciben una mutación al azar al final de cada combate.,Toutes les unités obtiennent une altération d'état au début de chaque manche. Les chats obtiennent une mutation aléatoire à la fin de chaque combat.,Alle Einheiten erhalten am Anfang jeder Runde einen zusätzlichen Statuseffekt. Katzen erhalten am Ende jedes Kampfes eine zufällige Mutation.,Tutte le unità ottengono un effetto di stato casuale all'inizio di ogni round. I gatti ottengono una mutazione casuale alla fine di ogni battaglia.,Todas as unidades obtêm um efeito de estado aleatório no início de cada rodada. Gatos obtêm uma mutação aleatória no final de cada batalha.
WEATHER_STRANGEEGGS_NAME,Странные яйца,,Huevos extraños,Étranges œufs,Merkwürdige Eier,Uova Strane,Ovos estranhos
WEATHER_STRANGEEGGS_DESC,"В каждой битве появляется 3-6 странных яиц. Убейте их, прежде чем они вылупятся!",,Se generan 3-6 huevos extraños en cada combate. ¡Acaba con ellos antes de que eclosionen!,3 à 6&nbsp;œufs étranges apparaissent à chaque combat. Détruisez-les avant qu'ils n'éclosent !,"In jedem Kampf erscheinen 3&nbsp;– 6 merkwürdige Eier. Töte sie, bevor sie schlüpfen!",In ogni battaglia compaiono 3-6 uova strane. Distruggile prima che si schiudano!,3-6 ovos estranhos surgem em cada batalha. Destrua-os antes que eles eclodam!
WEATHER_ALIENOVERGROWTH_NAME,Инопланетное разрастание,,Vegetación extraterrestre,Prolifération alien,Außerirdische Überwucherung,Proliferazione Aliena,Vegetação alienígena
WEATHER_ALIENOVERGROWTH_DESC,"В каждой битве появляются несколько участков ежевики, но что-то в них странное...",,"Se generan varias zarzas en cada combate, pero tienen algo raro...","Quelques ronces apparaissent à chaque combat, mais elles ont quelque chose d'étrange...",In jedem Kampf erscheint Dornengestrüpp. Aber irgendetwas ist komisch an ihm&nbsp;…,"In ogni battaglia compaiono alcuni cespugli di rovi, ma c'è qualcosa di strano in loro...","Alguns espinheiros surgem em cada batalha, mas há algo de estranho neles..."
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
